2.066016,0.144793,1.818345, 0.127435
2.066016,0.144783,1.818345, 0.127426
2.060826,0.144417,1.810608, 0.126882
2.060825,0.144438,1.810607, 0.126901
2.066172,0.144810,1.816640, 0.127321
2.066589,0.150984,1.814169, 0.132543
2.049828,0.167170,1.800289, 0.146820
2.013924,0.191663,1.789610, 0.170315
1.979306,0.223788,1.765307, 0.199592
1.979402,0.265147,1.755232, 0.235119
1.917553,0.300187,1.730321, 0.270876
1.859476,0.334490,1.699719, 0.305752
1.830415,0.372085,1.664222, 0.338301
1.807271,0.409127,1.638194, 0.370852
1.768953,0.440478,1.627054, 0.405145
1.739529,0.471771,1.617472, 0.438669
1.706417,0.500209,1.573230, 0.461168
1.689403,0.532157,1.568109, 0.493950
1.651553,0.556445,1.530859, 0.515780
1.638704,0.588407,1.519797, 0.545711
1.585838,0.605079,1.491189, 0.568966
1.579825,0.638943,1.475518, 0.596757
1.561077,0.667822,1.460068, 0.624611
1.519380,0.686088,1.436713, 0.648759
1.477429,0.703021,1.426196, 0.678642
1.461038,0.731461,1.389647, 0.695719
1.451518,0.763482,1.389868, 0.731055
1.408206,0.777172,1.374898, 0.758790
1.388881,0.803317,1.348910, 0.780198
1.374981,0.832570,1.335854, 0.808878
1.345721,0.852228,1.311172, 0.830349
1.312185,0.868398,1.296689, 0.858143
1.306962,0.903257,1.278202, 0.883380
1.274657,0.919394,1.264016, 0.911719
1.250083,0.940476,1.244229, 0.936072
1.232901,0.966984,1.203594, 0.943997
1.208822,0.987952,1.198554, 0.979560
1.179195,1.003644,1.192797, 1.015220
1.144375,1.014127,1.160069, 1.028035
1.138140,1.050101,1.160213, 1.070466
1.134135,1.089313,1.108314, 1.064512
1.089242,1.089076,1.113819, 1.113649
1.076361,1.120281,1.088625, 1.133045
1.050865,1.138644,1.070166, 1.159557
1.035748,1.168424,1.078660, 1.216833
1.021393,1.199950,1.078660, 1.216833
0.975954,1.194296,1.078660, 1.216833
0.956528,1.219667,1.078660, 1.216833
0.940757,1.250416,1.078660, 1.216833
0.911235,1.263180,1.078660, 1.216833
0.890171,1.287671,1.078660, 1.216833
0.877548,1.325508,1.078660, 1.216833
0.856823,1.352785,1.078660, 1.216833
0.832289,1.374627,1.078660, 1.216833
0.832289,1.374627,1.078660, 1.216833
0.832289,1.374627,1.078660, 1.216833
0.832289,1.374627,1.078660, 1.216833
0.832289,1.374627,3.901524, 7.792068
0.832289,1.374627,3.737666, 7.852787
0.832289,1.374627,3.576539, 7.918226
0.832289,1.374627,3.419411, 7.993037
0.832289,1.374627,3.252563, 8.044586
0.832289,1.374627,3.091207, 8.110038
0.832289,1.374627,2.933460, 8.186138
0.832289,1.374627,2.760627, 8.219798
0.832289,1.374627,2.600316, 8.290396
2.436389,8.351141,2.785544, 9.547929
2.269547,8.403131,2.582485, 9.561803
2.095143,8.425045,2.582485, 9.561803
1.927126,8.472266,2.582485, 9.561803
1.754643,8.499153,2.582485, 9.561803
1.582004,8.523354,2.582485, 9.561803
1.411087,8.555524,2.582485, 9.561803
1.239284,8.583072,1.412493, 9.782686
1.070490,8.632850,1.217875, 9.821426
1.026802,9.896219,1.021326, 9.843440
0.826261,9.888382,0.826629, 9.892780
0.826261,9.888382,0.629092, 9.920086
0.826261,9.888382,0.430448, 9.933788
0.826261,9.888382,0.231436, 9.951247
0.826261,9.888382,0.231436, 9.951247
-0.166515,9.867543,0.231436, 9.951247
-0.364712,9.872447,0.231436, 9.951247
-0.563024,9.866425,0.231436, 9.951247
-0.762211,9.868140,0.231436, 9.951247
-0.961846,9.869896,0.231436, 9.951247
-1.162471,9.871867,0.231436, 9.951247
-1.362255,9.860959,0.231436, 9.951247
-1.362255,9.860959,0.231436, 9.951247
-1.362255,9.860959,0.231436, 9.951247
-1.362255,9.860959,-1.466886, 7.342370
-1.362255,9.860959,-1.598676, 7.245540
-1.362255,9.860959,-1.740748, 7.201466
-1.362255,9.860959,-1.916872, 7.287807
-1.362255,9.860959,-1.916872, 7.287807
-1.362255,9.860959,-1.916872, 7.287807
-1.362255,9.860959,-2.454188, 7.470518
-1.362255,9.860959,-2.588350, 7.376164
-1.362255,9.860959,-2.765765, 7.402707
-2.744507,6.919227,-2.765765, 7.402707
-2.858105,6.803715,-2.765765, 7.402707
-3.009508,6.779679,-3.412137, 7.686702
